MH 60  10.08% 
  1.00000000  0.00000000
  0.99666580 -0.00010721
  0.98657699 -0.00021857
  0.96985338  0.00016906
  0.94694030  0.00139128
  0.91831569  0.00361553
  0.88456977  0.00701751
  0.84646618  0.01162313
  0.80476307  0.01726953
  0.76017397  0.02372635
  0.71339610  0.03070281
  0.66509436  0.03783692
  0.61580456  0.04470067
  0.56592867  0.05096619
  0.51585200  0.05640144
  0.46593824  0.06087194
  0.41660837  0.06433255
  0.36833791  0.06674160
  0.32159784  0.06804728
  0.27685111  0.06819799
  0.23450489  0.06712378
  0.19489756  0.06480794
  0.15834304  0.06127542
  0.12511624  0.05659207
  0.09547170  0.05085765
  0.06963185  0.04419104
  0.04775994  0.03671156
  0.02991067  0.02861875
  0.01614537  0.02022454
  0.00650380  0.01192520
  0.00155861  0.00520084
  0.00063331  0.00307449
  0.00010922  0.00111324
  0.00000058 -0.00007665
  0.00014333 -0.00112647
  0.00061755 -0.00210560
  0.00141059 -0.00311039
  0.00306610 -0.00465456
  0.00522627 -0.00623727
  0.00629135 -0.00692140
  0.01755374 -0.01218235
  0.03382614 -0.01721270
  0.05485182 -0.02179248
  0.08041207 -0.02573528
  0.11030623 -0.02887570
  0.14435698 -0.03112840
  0.18232147 -0.03248771
  0.22391347 -0.03299586
  0.26875457 -0.03275882
  0.31638866 -0.03186979
  0.36631877 -0.03043106
  0.41801505 -0.02855000
  0.47089651 -0.02636136
  0.52434002 -0.02397326
  0.57770187 -0.02149393
  0.63032585 -0.01899669
  0.68156522 -0.01655011
  0.73078910 -0.01419344
  0.77739590 -0.01196792
  0.82081805 -0.00989681
  0.86051691 -0.00801475
  0.89599003 -0.00632325
  0.92679048 -0.00482388
  0.95253024 -0.00349330
  0.97288501 -0.00230894
  0.98765801 -0.00120259
  0.99681811 -0.00032621
  1.00000000  0.00000000
