# Geometric parameters of propeller
4           : number of blades
0.237       : diameter (m)
0.01754     : radius of hub  (m)
23.9        : angle at 75% radius, has to be consistent with section data
# Nsection, Nalf
     22       23
#section,radius,chord,set angle
1	0.029625	0.011802	39.738358
2	0.035550	0.013272	36.824936
3	0.041475	0.014546	34.978134
4	0.047400	0.016093	33.867138
5	0.053325	0.017495	32.648598
6	0.056288	0.018061	31.824940
7	0.059250	0.018628	30.987774
8	0.065175	0.019253	29.155754
9	0.068137	0.019335	28.223461
10	0.071100	0.019398	27.291164
11	0.077025	0.019398	26.051857
12	0.079988	0.019224	25.441435
13	0.082950	0.019038	24.831013
14	0.088875	0.018572	23.900000
15	0.091837	0.018218	23.311188
16	0.094800	0.017864	22.824017
17	0.100725	0.016862	21.970278
18	0.103688	0.016231	21.604017
19	0.106650	0.015600	21.237759
20	0.109613	0.014859	20.871506
21	0.112575	0.014110	20.506992
22	0.115538	0.011545	20.322815
#Sec_1, alpha,cl,cd
-15.00	-0.42201	0.14538
-10.00	-0.47384	0.03066
-7.000	-0.31633	0.02323
-5.000	-0.17261	0.02101
-2.000	0.062180	0.02041
0.0000	0.217500	0.02160
2.0000	0.362500	0.02415
5.0000	0.545000	0.03092
8.0000	0.663400	0.04315
10.000	0.715250	0.05540
12.000	0.772350	0.07025
15.000	0.846930	0.09997
17.000	0.793240	0.14274
20.000	0.741380	0.21541
25.000	0.809181	0.31423
30.000	0.799410	0.45780
35.000	0.842714	0.58514
40.000	0.859940	0.72557
50.000	0.842806	1.01662
60.000	0.753790	1.27954
70.000	0.581530	1.49396
80.000	0.346121	1.63350
90.000	0.074679	1.67220
#Sec_2, alpha,cl,cd
-15.00	-0.42201	0.14538
-10.00	-0.47384	0.03066
-7.000	-0.31633	0.02323
-5.000	-0.17261	0.02101
-2.000	0.062180	0.02041
0.0000	0.217500	0.02160
2.0000	0.362500	0.02415
5.0000	0.545000	0.03092
8.0000	0.663400	0.04315
10.000	0.715250	0.05540
12.000	0.772350	0.07025
15.000	0.846930	0.09997
17.000	0.793240	0.14274
20.000	0.741380	0.21541
25.000	0.809181	0.31423
30.000	0.799410	0.45780
35.000	0.842714	0.58514
40.000	0.859940	0.72557
50.000	0.842806	1.01662
60.000	0.753790	1.27954
70.000	0.581530	1.49396
80.000	0.346121	1.63350
90.000	0.074679	1.67220
#Sec_3, alpha,cl,cd
-15.00	-0.42201	0.14538
-10.00	-0.47384	0.03066
-7.000	-0.31633	0.02323
-5.000	-0.17261	0.02101
-2.000	0.062180	0.02041
0.0000	0.217500	0.02160
2.0000	0.362500	0.02415
5.0000	0.545000	0.03092
8.0000	0.663400	0.04315
10.000	0.715250	0.05540
12.000	0.772350	0.07025
15.000	0.846930	0.09997
17.000	0.793240	0.14274
20.000	0.741380	0.21541
25.000	0.809181	0.31423
30.000	0.799410	0.45780
35.000	0.842714	0.58514
40.000	0.859940	0.72557
50.000	0.842806	1.01662
60.000	0.753790	1.27954
70.000	0.581530	1.49396
80.000	0.346121	1.63350
90.000	0.074679	1.67220
#Sec_4, alpha,cl,cd
-15.00	-0.42201	0.14538
-10.00	-0.47384	0.03066
-7.000	-0.31633	0.02323
-5.000	-0.17261	0.02101
-2.000	0.062180	0.02041
0.0000	0.217500	0.02160
2.0000	0.362500	0.02415
5.0000	0.545000	0.03092
8.0000	0.663400	0.04315
10.000	0.715250	0.05540
12.000	0.772350	0.07025
15.000	0.846930	0.09997
17.000	0.793240	0.14274
20.000	0.741380	0.21541
25.000	0.809181	0.31423
30.000	0.799410	0.45780
35.000	0.842714	0.58514
40.000	0.859940	0.72557
50.000	0.842806	1.01662
60.000	0.753790	1.27954
70.000	0.581530	1.49396
80.000	0.346121	1.63350
90.000	0.074679	1.67220
#Sec_5, alpha,cl,cd
-15.00	-0.42201	0.14538
-10.00	-0.47384	0.03066
-7.000	-0.31633	0.02323
-5.000	-0.17261	0.02101
-2.000	0.062180	0.02041
0.0000	0.217500	0.02160
2.0000	0.362500	0.02415
5.0000	0.545000	0.03092
8.0000	0.663400	0.04315
