NMARK= 1
MARKER_TAG= inlet
NROW=40
NCOL=6
# COORD-X       COORD-Y         TEMPERATURE PRESSURE    NORMAL-X    NORMAL-Y   
2.5000000E-01	0.0000000E+00	3.00E+02	1.00E+05	0.25881905	0.96592583
2.4994931E-01	5.0342633E-03	3.00E+02	1.00E+05	0.23931566	0.97094182
2.4979725E-01	1.0066485E-02	3.00E+02	1.00E+05	0.21971523	0.97556405
2.4954389E-01	1.5094624E-02	3.00E+02	1.00E+05	0.20002569	0.97979065
2.4918933E-01	2.0116642E-02	3.00E+02	1.00E+05	0.18025504	0.98361991
2.4873371E-01	2.5130502E-02	3.00E+02	1.00E+05	0.16041128	0.98705026
2.4817722E-01	3.0134170E-02	3.00E+02	1.00E+05	0.14050247	0.99008033
2.4752008E-01	3.5125618E-02	3.00E+02	1.00E+05	0.12053668	0.99270887
2.4676257E-01	4.0102820E-02	3.00E+02	1.00E+05	0.10052201	0.99493484
2.4590498E-01	4.5063760E-02	3.00E+02	1.00E+05	0.08046657	0.99675731
2.4494766E-01	5.0006424E-02	3.00E+02	1.00E+05	0.06037850	0.99817555
2.4389101E-01	5.4928808E-02	3.00E+02	1.00E+05	0.04026594	0.99918900
2.4273545E-01	5.9828916E-02	3.00E+02	1.00E+05	0.02013705	0.99979723
2.4148146E-01	6.4704761E-02	3.00E+02	1.00E+05	0.00000000	1.00000000
2.4012953E-01	6.9554366E-02	3.00E+02	1.00E+05	-0.02013705	0.99979723
2.3868022E-01	7.4375764E-02	3.00E+02	1.00E+05	-0.04026594	0.99918900
2.3713411E-01	7.9166999E-02	3.00E+02	1.00E+05	-0.06037850	0.99817555
2.3549184E-01	8.3926128E-02	3.00E+02	1.00E+05	-0.08046657	0.99675731
2.3375406E-01	8.8651222E-02	3.00E+02	1.00E+05	-0.10052201	0.99493484
2.3192149E-01	9.3340364E-02	3.00E+02	1.00E+05	-0.12053668	0.99270887
2.2999486E-01	9.7991653E-02	3.00E+02	1.00E+05	-0.14050247	0.99008033
2.2797496E-01	1.0260320E-01	3.00E+02	1.00E+05	-0.16041128	0.98705026
2.2586261E-01	1.0717314E-01	3.00E+02	1.00E+05	-0.18025504	0.98361991
2.2365866E-01	1.1169962E-01	3.00E+02	1.00E+05	-0.20002569	0.97979065
2.2136401E-01	1.1618079E-01	3.00E+02	1.00E+05	-0.21971523	0.97556405
2.1897958E-01	1.2061485E-01	3.00E+02	1.00E+05	-0.23931566	0.97094182
2.1650635E-01	1.2500000E-01	3.00E+02	1.00E+05	-0.25881905	0.96592583
2.1394532E-01	1.2933445E-01	3.00E+02	1.00E+05	-0.27821746	0.96051811
2.1129752E-01	1.3361646E-01	3.00E+02	1.00E+05	-0.29750305	0.95472087
2.0856403E-01	1.3784427E-01	3.00E+02	1.00E+05	-0.31666799	0.94853644
2.0574597E-01	1.4201619E-01	3.00E+02	1.00E+05	-0.33570451	0.94196735
2.0284446E-01	1.4613051E-01	3.00E+02	1.00E+05	-0.35460489	0.93501624
1.9986069E-01	1.5018557E-01	3.00E+02	1.00E+05	-0.37336146	0.92768595
1.9679587E-01	1.5417972E-01	3.00E+02	1.00E+05	-0.39196661	0.91997944
1.9365124E-01	1.5811134E-01	3.00E+02	1.00E+05	-0.41041281	0.91189985
1.9042808E-01	1.6197885E-01	3.00E+02	1.00E+05	-0.42869256	0.90345043
1.8712769E-01	1.6578066E-01	3.00E+02	1.00E+05	-0.44679846	0.89463464
1.8375141E-01	1.6951525E-01	3.00E+02	1.00E+05	-0.46472317	0.88545603
1.8030061E-01	1.7318109E-01	3.00E+02	1.00E+05	-0.48245941	0.87591833
1.7677670E-01	1.7677670E-01	3.00E+02	1.00E+05	-0.50000000	0.86602540

