PointID,x,y,Pressure,Pressure_Coefficient
0,0,0.125,0.966254637064628,-0.879380741123202
1,1,0.075000002980232,0.83199271774561,-4.37815318999268
1012,0.010018026456237,0.12491088360548,0.966556052732065,-0.871526057991651
1013,0.020066265016794,0.124647304415703,0.966603820161599,-0.870281271925298
1014,0.030151454731822,0.124214693903923,0.966042587853902,-0.884906596407084
1015,0.040217641741037,0.123622350394726,0.96559428523765,-0.896589051495267
1016,0.050251211971045,0.122879609465599,0.964978951156646,-0.912624230646488
1017,0.060244165360928,0.121995955705643,0.964261830877685,-0.931311887483829
1018,0.070213116705418,0.120978474617004,0.963433390056533,-0.952900480401789
1019,0.080166734755039,0.119834214448929,0.962491353736337,-0.977449293197349
1020,0.090111777186394,0.118569947779179,0.961432022261278,-1.00505473633385
1021,0.100100308656693,0.117185547947884,0.960246593200048,-1.03594619506286
1022,0.110143683850765,0.115685001015663,0.958925170628794,-1.0703815502929
1023,0.120184108614922,0.114083357155323,0.9574659598165,-1.10840757146883
1024,0.130159124732017,0.112398833036423,0.955868374043499,-1.15003954809804
1025,0.140052258968353,0.110643319785595,0.95412812709367,-1.19538917599829
1026,0.149991109967232,0.108801677823067,0.952223339434491,-1.24502662060421
1027,0.159927651286125,0.106889367103577,0.950131151300948,-1.29954759152895
1028,0.169811889529228,0.104923583567143,0.947860457785065,-1.35872028884695
1029,0.179644733667374,0.102912038564682,0.945393827608338,-1.4229989595799
1030,0.189501255750656,0.100846499204636,0.942702637047407,-1.49312951809568
1031,0.199408859014511,0.098727621138096,0.939751037354518,-1.57004615788419
1032,0.209311917424202,0.096573986113072,0.936527742680856,-1.65404298033389
1033,0.21912981569767,0.094410486519337,0.933031073060414,-1.74516376419316
1034,0.228989824652672,0.092216156423092,0.929230855431399,-1.84419479851434
1035,0.238838687539101,0.09000962972641,0.925058865154085,-1.95291397006537
1036,0.248648688197136,0.087804041802883,0.920530771356212,-2.0709129522507
1037,0.258437991142273,0.085602171719074,0.915597790345328,-2.1994630142431
1038,0.268292307853699,0.083391577005386,0.910193732656308,-2.34028900757275
1039,0.278177380561829,0.081186935305595,0.904251147345325,-2.49514865702942
1040,0.288022458553314,0.079010911285877,0.89776946517225,-2.66405679661589
1041,0.297867178916931,0.076861500740051,0.8907068563564,-2.84810348138974
1042,0.307784795761108,0.074729956686497,0.882952400862245,-3.05017921050596
1043,0.317677170038223,0.072644606232643,0.874443741538541,-3.27190896805439
1044,0.327504545450211,0.070620156824589,0.865214635798079,-3.512413059283
1045,0.337331414222717,0.06864970177412,0.855172371379642,-3.77410750138318
1046,0.347217082977295,0.066728733479977,0.844158688639011,-4.06111643086191
1047,0.357151955366135,0.064867131412029,0.832074246311953,-4.37602861212904
1048,0.367081850767136,0.063082553446293,0.818893887886228,-4.71949960643666
1049,0.376988261938095,0.06138502061367,0.804584109816886,-5.09240249291698
1050,0.386979997158051,0.05976377427578,0.789026644060649,-5.49781925470791
1051,0.397016495466232,0.05823439732194,0.772028351836695,-5.94078295441259
1052,0.407050251960754,0.056812025606632,0.75364566122723,-6.41982311536593
1053,0.417037218809128,0.055509317666292,0.733933543777281,-6.93350721725104
1054,0.426984757184982,0.054330989718437,0.712898281457772,-7.48167155626491
1055,0.436947137117386,0.053277287632227,0.690479180356588,-8.06589777363978
1056,0.446936756372452,0.052354846149683,0.666593056060672,-8.68835359745568
