TITLE = "Visualization of the solution"
VARIABLES = "x","y","Density_0","Density_1","Momentum_x","Momentum_y","Energy","Energy_ve","MassFrac_0","MassFrac_1","Pressure","Temperature_tr","Temperature_ve","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
ZONE NODES= 10000, ELEMENTS= 9801, DATAPACKING=POINT, ZONETYPE=FEQUADRILATERAL
0.000000e+00	1.200000e-01	2.162367e-02	2.162414e-05	3.949660e+01	2.833134e-02	3.877550e+04	1.000827e-06	9.990010e-01	9.990224e-04	8.061655e+02	1.253599e+02	1.280762e+02	7.990103e+00	1.299011e-04	1.074807e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-3.807352e-03	1.199396e-01	2.158657e-02	2.158856e-05	3.943023e+01	1.351136e-02	3.870972e+04	9.089395e-07	9.990009e-01	9.990931e-04	8.040419e+02	1.252446e+02	1.280762e+02	7.994063e+00	7.077580e-05	1.074236e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-7.610870e-03	1.197584e-01	2.155178e-02	2.155620e-05	3.936819e+01	1.515055e-03	3.864815e+04	3.557136e-08	9.990008e-01	9.992055e-04	8.019490e+02	1.251202e+02	1.280762e+02	7.998338e+00	1.250183e-05	1.073620e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-1.140673e-02	1.194566e-01	2.154920e-02	2.155557e-05	3.936364e+01	4.840911e-04	3.864363e+04	3.531169e-08	9.990007e-01	9.992958e-04	8.017496e+02	1.251041e+02	1.280762e+02	7.998887e+00	6.950493e-06	1.073541e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-1.519109e-02	1.190346e-01	2.154898e-02	2.155694e-05	3.936325e+01	3.807072e-04	3.864325e+04	3.531099e-08	9.990006e-01	9.993697e-04	8.017155e+02	1.251000e+02	1.280762e+02	7.999019e+00	6.001262e-06	1.073521e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-1.896017e-02	1.184927e-01	2.154884e-02	2.155812e-05	3.936301e+01	3.132240e-04	3.864302e+04	3.531056e-08	9.990006e-01	9.994309e-04	8.016906e+02	1.250969e+02	1.280762e+02	7.999120e+00	5.307600e-06	1.073505e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-2.271015e-02	1.178314e-01	2.154873e-02	2.155913e-05	3.936283e+01	2.608691e-04	3.864286e+04	3.531024e-08	9.990005e-01	9.994823e-04	8.016704e+02	1.250944e+02	1.280762e+02	7.999204e+00	4.745526e-06	1.073493e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-2.643726e-02	1.170516e-01	2.154866e-02	2.155999e-05	3.936270e+01	2.196572e-04	3.864273e+04	3.531000e-08	9.990005e-01	9.995258e-04	8.016538e+02	1.250922e+02	1.280762e+02	7.999275e+00	4.283586e-06	1.073482e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-3.013776e-02	1.161538e-01	2.154860e-02	2.156073e-05	3.936260e+01	1.867838e-04	3.864264e+04	3.530981e-08	9.990004e-01	9.995629e-04	8.016400e+02	1.250904e+02	1.280762e+02	7.999334e+00	3.899112e-06	1.073473e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-3.380791e-02	1.151392e-01	2.154855e-02	2.156137e-05	3.936253e+01	1.602419e-04	3.864257e+04	3.530967e-08	9.990004e-01	9.995949e-04	8.016284e+02	1.250888e+02	1.280762e+02	7.999385e+00	3.575475e-06	1.073465e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-3.744401e-02	1.140085e-01	2.154851e-02	2.156194e-05	3.936247e+01	1.385720e-04	3.864251e+04	3.530956e-08	9.990004e-01	9.996227e-04	8.016185e+02	1.250875e+02	1.280762e+02	7.999429e+00	3.300276e-06	1.073459e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-4.104242e-02	1.127631e-01	2.154849e-02	2.156243e-05	3.936242e+01	1.206978e-04	3.864247e+04	3.530947e-08	9.990004e-01	9.996469e-04	8.016100e+02	1.250863e+02	1.280762e+02	7.999467e+00	3.064132e-06	1.073453e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-4.459949e-02	1.114042e-01	2.154846e-02	2.156287e-05	3.936238e+01	1.058145e-04	3.864243e+04	3.530940e-08	9.990003e-01	9.996682e-04	8.016027e+02	1.250853e+02	1.280762e+02	7.999500e+00	2.859841e-06	1.073448e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-4.811166e-02	1.099330e-01	2.154844e-02	2.156326e-05	3.936235e+01	9.331323e-05	3.864241e+04	3.530934e-08	9.990003e-01	9.996870e-04	8.015963e+02	1.250844e+02	1.280762e+02	7.999529e+00	2.681808e-06	1.073443e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-5.157539e-02	1.083512e-01	2.154843e-02	2.156360e-05	3.936233e+01	8.272737e-05	3.864239e+04	3.530929e-08	9.990003e-01	9.997037e-04	8.015907e+02	1.250836e+02	1.280762e+02	7.999555e+00	2.525632e-06	1.073439e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-5.498718e-02	1.066603e-01	2.154842e-02	2.156391e-05	3.936231e+01	7.369590e-05	3.864237e+04	3.530926e-08	9.990003e-01	9.997186e-04	8.015858e+02	1.250829e+02	1.280762e+02	7.999578e+00	2.387815e-06	1.073436e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-5.834361e-02	1.048619e-01	2.154841e-02	2.156419e-05	3.936229e+01	6.593644e-05	3.864235e+04	3.530922e-08	9.990003e-01	9.997320e-04	8.015814e+02	1.250823e+02	1.280762e+02	7.999599e+00	2.265548e-06	1.073433e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-6.164129e-02	1.029580e-01	2.154840e-02	2.156444e-05	3.936228e+01	5.922610e-05	3.864234e+04	3.530920e-08	9.990003e-01	9.997440e-04	8.015775e+02	1.250817e+02	1.280762e+02	7.999617e+00	2.156555e-06	1.073430e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-6.487690e-02	1.009504e-01	2.154839e-02	2.156467e-05	3.936227e+01	5.338732e-05	3.864233e+04	3.530917e-08	9.990002e-01	9.997548e-04	8.015739e+02	1.250812e+02	1.280762e+02	7.999634e+00	2.058972e-06	1.073428e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-6.804718e-02	9.884119e-02	2.154838e-02	2.156487e-05	3.936226e+01	4.827752e-05	3.864233e+04	3.530915e-08	9.990002e-01	9.997646e-04	8.015708e+02	1.250808e+02	1.280762e+02	7.999648e+00	1.971267e-06	1.073425e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-7.114895e-02	9.663243e-02	2.154838e-02	2.156506e-05	3.936225e+01	4.378129e-05	3.864232e+04	3.530914e-08	9.990002e-01	9.997735e-04	8.015680e+02	1.250804e+02	1.280762e+02	7.999662e+00	1.892166e-06	1.073423e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-7.417908e-02	9.432637e-02	2.154837e-02	2.156523e-05	3.936225e+01	3.980449e-05	3.864231e+04	3.530912e-08	9.990002e-01	9.997816e-04	8.015654e+02	1.250800e+02	1.280762e+02	7.999674e+00	1.820603e-06	1.073421e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
